# title = Transverse Momentum Softer Jet
# xlabel = $p_{\text{T},\text{j}_2}\,$[GeV]
# ylabel = $\frac{\text{d}\sigma}{\text{d}p_{\text{T},\text{j}_2}}\,\left[\frac{\text{fb}}{\text{GeV}}\right]$
# xmin=  0.000E+00
# xmax=  8.000E+02
# ymin=  1.000E-06
# ymax=  2.000E-02
# kmin= -5.000E+01
# kmax=  1.000E+01
# logscale = true
# Renormalization and factorization scale scaled by: 1.0000000000
# Renormalization scaled by: .0000000000
# Number of generated events: 7531973577
#
#=====================================================================================
# No.       Left      Right                   Value                   Error Hits
#-------------------------------------------------------------------------------------
   1      10.00      30.00  0.000000000000000E+00  0.000000000000000E+00 0
   2      30.00      50.00  9.234782368176372E-03  2.442467746564217E-06 703009997
   3      50.00      70.00  1.207545925962331E-02  2.990072531219774E-06 778156366
   4      70.00      90.00  1.189762446925920E-02  2.980094613356944E-06 763696783
   5      90.00     110.00  1.015314763999361E-02  2.666257543346460E-06 698447427
   6     110.00     130.00  8.024096533658933E-03  2.277469698785693E-06 605041787
   7     130.00     150.00  6.077654798889081E-03  1.912389496943657E-06 497927426
   8     150.00     170.00  4.528839935335564E-03  1.600732863861615E-06 401160911
   9     170.00     190.00  3.379022174041009E-03  1.333706173468602E-06 325173006
  10     190.00     210.00  2.534070744876152E-03  1.115713727162988E-06 265788015
  11     210.00     230.00  1.914231361397139E-03  9.423996669302507E-07 219054086
  12     230.00     250.00  1.459003577179245E-03  7.993906845543787E-07 181907631
  13     250.00     270.00  1.120441599069704E-03  6.817639156858741E-07 152198407
  14     270.00     290.00  8.679311284224687E-04  5.868251987411911E-07 128248576
  15     290.00     310.00  6.771854680080667E-04  5.040248665071670E-07 108747876
  16     310.00     330.00  5.318315072106494E-04  4.390101935971189E-07 92765475
  17     330.00     350.00  4.211261762648970E-04  3.819507440479403E-07 79583270
  18     350.00     370.00  3.353306827121470E-04  3.338007389487074E-07 68604263
  19     370.00     390.00  2.685832069704189E-04  2.937864119809209E-07 59423832
  20     390.00     410.00  2.164950749352898E-04  2.586999838159893E-07 51705820
  21     410.00     430.00  1.749677795223489E-04  2.274828030850828E-07 45156949
  22     430.00     450.00  1.424649431504589E-04  2.015903642728529E-07 39597465
  23     450.00     470.00  1.166954422431338E-04  1.799400678555776E-07 34835344
  24     470.00     490.00  9.581849906401075E-05  1.598020931640787E-07 30747711
  25     490.00     510.00  7.864339860203323E-05  1.421903849995810E-07 27224630
  26     510.00     530.00  6.485537458515696E-05  1.265719467660349E-07 24165920
  27     530.00     550.00  5.363957929866842E-05  1.135846791241008E-07 21500964
  28     550.00     570.00  4.454350761806643E-05  1.006211459817270E-07 19184162
  29     570.00     590.00  3.705299288818607E-05  9.079901526504318E-08 17159010
  30     590.00     610.00  3.108437646623892E-05  8.137142874915530E-08 15371470
  31     610.00     630.00  2.596334114712401E-05  7.280228935108570E-08 13797981
  32     630.00     650.00  2.171088813520825E-05  6.520598318479800E-08 12414478
  33     650.00     670.00  1.831469972454314E-05  5.894143577087310E-08 11180273
  34     670.00     690.00  1.534515001056749E-05  5.269151580960541E-08 10083693
  35     690.00     710.00  1.290236783235752E-05  4.758903688110419E-08 9120787
  36     710.00     730.00  1.097058109579190E-05  4.302083103976949E-08 8254301
  37     730.00     750.00  9.226929119471335E-06  3.821756605016545E-08 7477442
  38     750.00     770.00  7.839732124305220E-06  3.465481160625800E-08 6786621
  39     770.00     790.00  6.586568485607908E-06  3.050145800209665E-08 6170725
  40     790.00     810.00  5.612247579548677E-06  2.783911348779107E-08 5609456
  41     810.00     830.00  4.771688626934058E-06  2.480816971377514E-08 5114262
  42     830.00     850.00  4.049091628748721E-06  2.229861627833055E-08 4659047
  43     850.00     870.00  3.446202449002007E-06  2.024090218620785E-08 4248992
  44     870.00     890.00  2.936577841576060E-06  1.840168631062767E-08 3884423
  45     890.00     910.00  2.514726308811773E-06  1.645675866645153E-08 3553461
  46     910.00     930.00  2.118596741475302E-06  1.498325767016149E-08 3245670
  47     930.00     950.00  1.812359637274475E-06  1.310016235706874E-08 2976348
  48     950.00     970.00  1.545259129338890E-06  1.182578137065885E-08 2728515
  49     970.00     990.00  1.320749386221158E-06  1.098989460988241E-08 2499479
  50     990.00    1010.00  1.120201183350712E-06  9.674583825412847E-09 2296514
  51    1010.00    1030.00  9.536086841206931E-07  8.451682124416391E-09 2105000
  52    1030.00    1050.00  8.162936585435358E-07  7.550649552783133E-09 1935569
  53    1050.00    1070.00  6.982585685217384E-07  6.855286367477174E-09 1780064
  54    1070.00    1090.00  6.087993413440868E-07  6.263922917788082E-09 1635791
  55    1090.00    1110.00  5.182251858582042E-07  5.535255263458252E-09 1504918
  56    1110.00    1130.00  4.363142441256064E-07  4.828649343539040E-09 1387381
  57    1130.00    1150.00  3.763080262754181E-07  4.397148326475522E-09 1274596
  58    1150.00    1170.00  3.214658021818937E-07  3.980508148310191E-09 1175937
  59    1170.00    1190.00  2.701047755317468E-07  3.452873123307653E-09 1085727
  60    1190.00    1210.00  2.345389942293119E-07  3.125653749933862E-09 999792
  61    1210.00    1230.00  1.962062397344258E-07  2.743478027925543E-09 922463
  62    1230.00    1250.00  1.700643597234751E-07  2.474751693512911E-09 852385
  63    1250.00    1270.00  1.447371422496898E-07  2.226866281431135E-09 786761
  64    1270.00    1290.00  1.237439659271895E-07  2.034005589455599E-09 724930
  65    1290.00    1310.00  1.074657375846274E-07  1.760710721790898E-09 670189
  66    1310.00    1330.00  8.845835458207312E-08  1.589458931178046E-09 619679
  67    1330.00    1350.00  8.005736737125904E-08  1.431167802575405E-09 574131
  68    1350.00    1370.00  6.475784315499830E-08  1.236889261732460E-09 529645
  69    1370.00    1390.00  5.563784246211868E-08  1.098811681153288E-09 488586
  70    1390.00    1410.00  4.725540347423046E-08  9.489121412901871E-10 453894
  71    1410.00    1430.00  3.747980649056540E-08  8.177174555111436E-10 418603
  72    1430.00    1450.00  3.321249930753243E-08  7.558344055971428E-10 386818
  73    1450.00    1470.00  2.868852575174156E-08  6.474325446983052E-10 356959
  74    1470.00    1490.00  2.506564960818098E-08  6.548659306295962E-10 332027
  75    1490.00    1510.00  2.048917702761065E-08  4.966360224352017E-10 307124
  76    1510.00    1530.00  1.739170693664742E-08  4.376200037315204E-10 284720
  77    1530.00    1550.00  1.522845522078732E-08  4.214260962558574E-10 261942
  78    1550.00    1570.00  1.226207925343006E-08  3.851332050528050E-10 242910
  79    1570.00    1590.00  1.075743529894617E-08  3.351308078977765E-10 224378
  80    1590.00    1610.00  9.351817866994062E-09  3.010891490273261E-10 208329
  81    1610.00    1630.00  7.564056796490555E-09  2.375894502537814E-10 192500
  82    1630.00    1650.00  6.253652259272806E-09  1.963473923630128E-10 177934
  83    1650.00    1670.00  5.335655518927202E-09  1.849128855576611E-10 164249
