0.00 20.00 0.000000000000000E+00 0.000000000000000E+00
20.00 40.00 0.000000000000000E+00 0.000000000000000E+00
40.00 60.00 1.500833769908059E-02 3.256105239426365E-06
60.00 80.00 1.392357048011624E-02 3.298449748654818E-06
80.00 100.00 1.113864902882934E-02 3.104910070719255E-06
100.00 120.00 8.329564810684510E-03 2.769823354235335E-06
120.00 140.00 6.165234314291277E-03 2.423182447347120E-06
140.00 160.00 4.624539591330231E-03 2.106919487903084E-06
160.00 180.00 3.520340807524642E-03 1.828079815578750E-06
180.00 200.00 2.724668104604144E-03 1.592209790208492E-06
200.00 220.00 2.133872075804374E-03 1.388360278947872E-06
220.00 240.00 1.686527388748877E-03 1.222180521869371E-06
240.00 260.00 1.342372093682900E-03 1.065337201648478E-06
260.00 280.00 1.075412767287370E-03 9.348853300050102E-07
280.00 300.00 8.669157910039927E-04 8.256660171336729E-07
300.00 320.00 7.030463619119693E-04 7.256079388038255E-07
320.00 340.00 5.745229046743927E-04 6.417781235733912E-07
340.00 360.00 4.707263618322236E-04 5.712454068586622E-07
360.00 380.00 3.865327920154762E-04 5.000281932100636E-07
380.00 400.00 3.199276979869563E-04 4.515414096651898E-07
400.00 420.00 2.657165161191381E-04 3.974907530782646E-07
420.00 440.00 2.215476055970943E-04 3.805404084527855E-07
440.00 460.00 1.848934881804699E-04 3.174990253825341E-07
460.00 480.00 1.554494300164223E-04 2.843587142522270E-07
480.00 500.00 1.303233445969751E-04 2.500195059169197E-07
500.00 520.00 1.103696534792431E-04 2.221047344821305E-07
520.00 540.00 9.381457522745191E-05 2.046845223424521E-07
540.00 560.00 7.974361689882298E-05 1.822800550615610E-07
560.00 580.00 6.767806364458229E-05 1.624269120544238E-07
580.00 600.00 5.778786101960573E-05 1.507000354471617E-07
600.00 620.00 4.936873069549859E-05 1.330185849005688E-07
620.00 640.00 4.238692635684687E-05 1.223530478070356E-07
640.00 660.00 3.670205344867791E-05 1.093351103769854E-07
660.00 680.00 3.170277090316765E-05 1.004028739343086E-07
680.00 700.00 2.709837648627288E-05 8.854941381071023E-08
700.00 720.00 2.353019411094060E-05 8.176676425332755E-08
720.00 740.00 2.044781972661704E-05 7.401236379897241E-08
740.00 760.00 1.769686886526918E-05 6.615719097672120E-08
760.00 780.00 1.541309236016533E-05 6.039246387132182E-08
780.00 800.00 1.342274182454656E-05 5.878523406983467E-08
800.00 820.00 1.165230047338003E-05 4.983079227056163E-08
820.00 840.00 1.020028535408788E-05 4.596255024734013E-08
840.00 860.00 8.966067067753507E-06 4.658418726525034E-08
860.00 880.00 7.848675904076810E-06 3.861151750002076E-08
880.00 900.00 6.889894605332738E-06 3.549400455601980E-08
900.00 920.00 6.082952467059957E-06 3.243461861727319E-08
920.00 940.00 5.361471618255554E-06 3.006286266737640E-08
940.00 960.00 4.688114602898359E-06 2.862004974815310E-08
960.00 980.00 4.120769338703538E-06 2.429081093812621E-08
980.00 1000.00 3.683911011744665E-06 2.314907497271870E-08
1000.00 1020.00 3.236079177766529E-06 2.028320480732935E-08
1020.00 1040.00 2.880300845962328E-06 2.008476875977057E-08
1040.00 1060.00 2.515183097710940E-06 1.677109269990650E-08
1060.00 1080.00 2.205064693281108E-06 1.601848457416027E-08
1080.00 1100.00 1.959213410779006E-06 1.498686972805161E-08
1100.00 1120.00 1.785461610313602E-06 1.384180661597172E-08
1120.00 1140.00 1.546912862089905E-06 1.255841756420557E-08
1140.00 1160.00 1.390454296537500E-06 1.119184356471446E-08
1160.00 1180.00 1.233958590846552E-06 1.074548070677094E-08
1180.00 1200.00 1.089331983745695E-06 1.124899178008272E-08
