-9.00 -8.75 1.253289061037443E-04 3.490301520712141E-06
-8.75 -8.50 6.291855073928891E-04 9.182724884907934E-06
-8.50 -8.25 1.714862838383511E-03 1.464296830965994E-05
-8.25 -8.00 3.713819814656055E-03 2.268121871039508E-05
-8.00 -7.75 7.182531503450083E-03 3.292176583809504E-05
-7.75 -7.50 1.234401778914309E-02 4.287311836992281E-05
-7.50 -7.25 1.987215020203007E-02 5.472991314940583E-05
-7.25 -7.00 3.008736570586438E-02 6.748201056311964E-05
-7.00 -6.75 4.316557132580448E-02 7.842969473135872E-05
-6.75 -6.50 5.955707983992323E-02 9.072160668439318E-05
-6.50 -6.25 7.849674792526024E-02 1.007056684699429E-04
-6.25 -6.00 1.000196624545347E-01 1.100346788111591E-04
-6.00 -5.75 1.237942550360403E-01 1.179083471760302E-04
-5.75 -5.50 1.482084784803647E-01 1.218323745698040E-04
-5.50 -5.25 1.726375872000682E-01 1.246612937646251E-04
-5.25 -5.00 1.958629849989316E-01 1.250586323373931E-04
-5.00 -4.75 2.163569051717228E-01 1.231286120464157E-04
-4.75 -4.50 2.319016245991869E-01 1.189402226782359E-04
-4.50 -4.25 2.415811289645809E-01 1.125900102543293E-04
-4.25 -4.00 2.441066071206486E-01 1.048386280940865E-04
-4.00 -3.75 2.390068151377935E-01 9.617163811270945E-05
-3.75 -3.50 2.262145722745861E-01 8.607352324338624E-05
-3.50 -3.25 2.069130350423910E-01 7.620016654501763E-05
-3.25 -3.00 1.824348841829283E-01 6.565518183668053E-05
-3.00 -2.75 1.555655227388401E-01 5.585720869323764E-05
-2.75 -2.50 1.278990091184471E-01 4.621092570880606E-05
-2.50 -2.25 0.000000000000000E+00 0.000000000000000E+00
-2.25 -2.00 0.000000000000000E+00 0.000000000000000E+00
-2.00 -1.75 0.000000000000000E+00 0.000000000000000E+00
-1.75 -1.50 0.000000000000000E+00 0.000000000000000E+00
-1.50 -1.25 0.000000000000000E+00 0.000000000000000E+00
-1.25 -1.00 0.000000000000000E+00 0.000000000000000E+00
-1.00 -0.75 0.000000000000000E+00 0.000000000000000E+00
-0.75 -0.50 0.000000000000000E+00 0.000000000000000E+00
-0.50 -0.25 0.000000000000000E+00 0.000000000000000E+00
-0.25 0.00 0.000000000000000E+00 0.000000000000000E+00
0.00 0.25 0.000000000000000E+00 0.000000000000000E+00
0.25 0.50 0.000000000000000E+00 0.000000000000000E+00
0.50 0.75 0.000000000000000E+00 0.000000000000000E+00
0.75 1.00 0.000000000000000E+00 0.000000000000000E+00
1.00 1.25 0.000000000000000E+00 0.000000000000000E+00
1.25 1.50 0.000000000000000E+00 0.000000000000000E+00
1.50 1.75 0.000000000000000E+00 0.000000000000000E+00
1.75 2.00 0.000000000000000E+00 0.000000000000000E+00
2.00 2.25 0.000000000000000E+00 0.000000000000000E+00
2.25 2.50 0.000000000000000E+00 0.000000000000000E+00
2.50 2.75 1.279766459168452E-01 4.916400808752446E-05
2.75 3.00 1.554477827546434E-01 5.930659724313198E-05
3.00 3.25 1.824969770368492E-01 7.028339267391918E-05
3.25 3.50 2.067451399406040E-01 8.106450199566499E-05
3.50 3.75 2.263714591767719E-01 9.233539990078567E-05
3.75 4.00 2.390577142828415E-01 1.022995369759548E-04
4.00 4.25 2.442868766458594E-01 1.120338720796130E-04
4.25 4.50 2.418016156227101E-01 1.199391392115566E-04
4.50 4.75 2.318873444206274E-01 1.256331264523654E-04
4.75 5.00 2.163969592089453E-01 1.303551373429858E-04
5.00 5.25 1.959172607784085E-01 1.324598895551128E-04
5.25 5.50 1.729285129904824E-01 1.319664221985863E-04
5.50 5.75 1.480830753721559E-01 1.281703895037687E-04
5.75 6.00 1.233648519350807E-01 1.218600048705632E-04
6.00 6.25 1.000565154503203E-01 1.159462786839272E-04
6.25 6.50 7.859159963924706E-02 1.059054122592404E-04
6.50 6.75 5.932761477581458E-02 9.432798256075520E-05
6.75 7.00 4.323387575468454E-02 8.220818680274026E-05
7.00 7.25 3.002517528008997E-02 6.864325376979653E-05
7.25 7.50 1.987563971473962E-02 5.645438674762766E-05
7.50 7.75 1.244929454043875E-02 4.483881201697896E-05
7.75 8.00 7.084022421330558E-03 3.297230309901181E-05
8.00 8.25 3.761476732776704E-03 2.416322580221702E-05
8.25 8.50 1.745216803958213E-03 1.636967230674468E-05
8.50 8.75 6.496947827978631E-04 9.238752376786412E-06
8.75 9.00 1.306307784943085E-04 3.885332949147406E-06
