-2.50 -2.25 1.198498797989740E-01 9.916918419889884E-05
-2.25 -2.00 1.608371907818762E-01 1.171601425778313E-04
-2.00 -1.75 2.061550344161521E-01 1.322494622105097E-04
-1.75 -1.50 2.542542459951630E-01 1.453759071789823E-04
-1.50 -1.25 3.015566204641927E-01 1.537910314666309E-04
-1.25 -1.00 3.456139262174499E-01 1.583176267749072E-04
-1.00 -0.75 3.838575228202833E-01 1.590994640172665E-04
-0.75 -0.50 4.146936102671725E-01 1.587286118788139E-04
-0.50 -0.25 4.356839698959525E-01 1.563032640097683E-04
-0.25 0.00 4.465918230643962E-01 1.541690209990744E-04
0.00 0.25 4.466495641813696E-01 1.535948559268290E-04
0.25 0.50 4.356840999523841E-01 1.538930944547375E-04
0.50 0.75 4.145860030850593E-01 1.549475926648318E-04
0.75 1.00 3.842796821640648E-01 1.554008278770219E-04
1.00 1.25 3.459619711368676E-01 1.533673321240446E-04
1.25 1.50 3.016502681583638E-01 1.483040329632427E-04
1.50 1.75 2.541160578549789E-01 1.391526150729064E-04
1.75 2.00 2.064402400164995E-01 1.270248979973029E-04
2.00 2.25 1.607028635377145E-01 1.113737000120215E-04
2.25 2.50 1.199201328277786E-01 9.470381722041747E-05
