-4.50 -4.25 4.817347070733811E-02 6.042981310870191E-04
-4.25 -4.00 7.423661687375191E-02 3.566032666784282E-03
-4.00 -3.75 1.172217726489562E-01 1.135287426501167E-03
-3.75 -3.50 1.565461321593420E-01 1.187159641312971E-03
-3.50 -3.25 1.947075870751619E-01 1.583716798601221E-03
-3.25 -3.00 2.284096683771846E-01 2.117069160912026E-03
-3.00 -2.75 2.438324800548344E-01 2.157522514626486E-03
-2.75 -2.50 2.527069797430855E-01 2.535067788453137E-03
-2.50 -2.25 2.422650923616923E-01 2.195002580208232E-03
-2.25 -2.00 2.260721971962391E-01 1.785597730545194E-03
-2.00 -1.75 1.972392762339365E-01 2.072497400758851E-03
-1.75 -1.50 1.672252181593246E-01 1.420852150196033E-03
-1.50 -1.25 1.315066579734691E-01 1.385259938878574E-03
-1.25 -1.00 1.014748279679437E-01 8.117316497840042E-04
-1.00 -0.75 7.320155088508280E-02 4.987551689524538E-04
-0.75 -0.50 5.032432112015865E-02 3.336677794329727E-04
-0.50 -0.25 3.359763856428031E-02 2.288062081119846E-04
-0.25 0.00 2.482432318957874E-02 1.949246940576984E-04
0.00 0.25 2.498403497871176E-02 1.497119687032598E-04
0.25 0.50 3.320258224645112E-02 2.779993234954303E-04
0.50 0.75 4.983653848096462E-02 3.978852013946518E-04
0.75 1.00 7.330646051106310E-02 5.625299122171837E-04
1.00 1.25 1.014504354956759E-01 8.330452014087547E-04
1.25 1.50 1.361287012511261E-01 8.994587653971107E-04
1.50 1.75 1.683912464049692E-01 1.275697658183009E-03
1.75 2.00 2.014999072773747E-01 1.494266606803738E-03
2.00 2.25 2.288180123172516E-01 2.138614718961828E-03
2.25 2.50 2.452337757457863E-01 2.007136036259068E-03
2.50 2.75 2.547722049234501E-01 1.836175914201356E-03
2.75 3.00 2.475889302232091E-01 2.308503434230900E-03
3.00 3.25 2.216988182424341E-01 2.916490518585972E-03
3.25 3.50 1.942178063819651E-01 2.220571028945122E-03
3.50 3.75 1.559792372039198E-01 1.648909192920967E-03
3.75 4.00 1.160533554315425E-01 1.372135742936064E-03
4.00 4.25 7.886301817622794E-02 9.227669889980041E-04
4.25 4.50 4.835895507832266E-02 7.184740061979563E-04
